"Date","Price","Open","High","Low","Vol.","Change %"
"03/19/2015","181.09","178.49","181.47","178.29","","1.48%"
"03/18/2015","178.45","180.68","181.56","178.39","","-1.25%"
"03/17/2015","180.70","180.71","181.19","180.09","","-0.03%"
"03/16/2015","180.75","181.84","181.96","180.25","","-0.59%"
"03/13/2015","181.82","179.80","181.97","179.17","","1.15%"
"03/12/2015","179.75","180.78","181.53","178.72","","-0.57%"
"03/11/2015","180.78","180.07","180.97","179.50","","0.41%"
"03/10/2015","180.04","178.01","180.04","178.00","","1.15%"
"03/09/2015","178.00","177.48","178.33","176.89","","0.35%"
"03/06/2015","177.38","175.87","177.71","175.17","","0.82%"
"03/05/2015","175.93","175.66","176.08","175.31","","0.15%"
"03/04/2015","175.67","174.82","175.83","174.50","","0.49%"
"03/03/2015","174.81","175.84","176.17","174.54","","-0.60%"
"03/02/2015","175.86","175.79","176.54","175.38","","0.11%"
"02/27/2015","175.66","176.12","176.19","175.03","","-0.30%"
"02/26/2015","176.18","175.86","176.26","174.77","","0.19%"
"02/25/2015","175.85","176.78","176.92","175.33","","-0.53%"
"02/24/2015","176.79","177.20","178.50","176.71","","-0.23%"
"02/23/2015","177.20","177.28","177.82","177.08","","-0.20%"
"02/20/2015","177.55","177.74","177.92","177.41","","-0.11%"
"02/19/2015","177.75","177.24","178.05","177.18","","0.29%"
"02/18/2015","177.24","177.27","178.25","177.12","","-0.02%"
"02/17/2015","177.27","176.33","177.32","175.56","","0.54%"
"02/16/2015","176.32","175.89","176.75","175.31","","0.22%"
"02/13/2015","175.94","176.34","176.50","175.49","","-0.27%"
"02/12/2015","176.41","177.53","178.12","176.40","","-0.63%"
"02/11/2015","177.52","176.14","177.83","175.58","","0.78%"
"02/10/2015","176.14","175.33","176.38","174.33","","0.47%"
"02/09/2015","175.32","175.80","176.23","175.18","","-0.30%"
"02/06/2015","175.85","173.78","175.95","173.59","","1.19%"
"02/05/2015","173.79","174.15","174.82","173.64","","-0.21%"
"02/04/2015","174.16","174.67","175.05","173.53","","-0.29%"
"02/03/2015","174.67","175.64","176.08","174.50","","-0.55%"
"02/02/2015","175.64","176.30","176.51","175.57","","-0.42%"
"01/30/2015","176.38","176.09","177.00","174.81","","0.16%"
"01/29/2015","176.09","173.79","176.22","173.72","","1.32%"
"01/28/2015","173.80","172.67","174.25","172.59","","0.65%"
"01/27/2015","172.67","172.81","173.58","172.26","","-0.08%"
"01/26/2015","172.81","173.12","173.44","172.30","","-0.11%"
"01/23/2015","173.00","174.80","175.25","172.76","","-1.02%"
"01/22/2015","174.79","174.24","175.42","174.20","","0.32%"
"01/21/2015","174.24","175.09","175.75","174.04","","-0.49%"
"01/20/2015","175.09","173.55","175.34","173.51","","0.88%"
"01/19/2015","173.56","173.88","174.77","173.12","","-0.16%"
"01/16/2015","173.84","173.88","174.39","173.38","","-0.02%"
"01/15/2015","173.88","174.77","175.56","173.86","","-0.51%"
"01/14/2015","174.77","174.06","175.33","173.74","","0.41%"
"01/13/2015","174.06","174.55","175.17","173.74","","-0.28%"
"01/12/2015","174.55","174.77","175.56","174.09","","-0.19%"
"01/09/2015","174.88","176.28","176.54","174.81","","-0.79%"
"01/08/2015","176.28","176.85","177.37","176.18","","-0.32%"
"01/07/2015","176.84","176.88","177.72","176.25","","-0.02%"
"01/06/2015","176.88","178.43","178.48","176.52","","-0.87%"
"01/05/2015","178.43","178.32","178.88","178.05","","0.04%"
"01/02/2015","178.36","176.07","178.41","175.96","","1.33%"
"01/01/2015","176.02","176.26","176.32","176.02","","-0.14%"
"12/31/2014","176.26","176.89","177.12","175.25","","-0.34%"
"12/30/2014","176.87","176.81","177.23","176.38","","0.03%"
"12/29/2014","176.82","176.81","177.10","176.34","","-0.11%"
"12/26/2014","177.02","177.84","178.00","176.77","","-0.44%"
"12/25/2014","177.81","177.69","178.34","177.54","","0.07%"
"12/24/2014","177.69","177.75","177.89","176.89","","-0.03%"
"12/23/2014","177.74","176.86","177.93","175.77","","0.50%"
"12/22/2014","176.86","176.83","176.86","176.83","","-0.01%"
"12/19/2014","176.87","176.96","177.38","176.41","","-0.05%"
"12/18/2014","176.96","177.15","178.56","176.31","","-0.05%"
"12/17/2014","177.05","174.65","177.43","174.63","","1.37%"
"12/16/2014","174.66","177.34","177.66","174.36","","-1.51%"
"12/15/2014","177.33","178.40","178.82","177.31","","-0.66%"
"12/12/2014","178.50","178.16","178.88","177.77","","0.17%"
"12/11/2014","178.20","178.36","178.58","177.50","","-0.09%"
"12/10/2014","178.36","178.50","179.29","177.97","","-0.11%"
"12/09/2014","178.56","180.20","180.78","178.11","","-0.88%"
"12/08/2014","180.15","182.46","182.52","179.95","","-1.22%"
"12/05/2014","182.37","180.70","182.45","180.44","","0.90%"
"12/04/2014","180.74","181.48","181.92","180.51","","-0.41%"
"12/03/2014","181.48","181.36","181.93","180.68","","0.06%"
"12/02/2014","181.37","180.42","181.56","179.61","","0.52%"
"12/01/2014","180.44","181.19","182.43","179.79","","-0.42%"
"11/28/2014","181.21","179.25","181.22","179.13","","1.10%"
"11/27/2014","179.24","179.79","179.92","178.68","","-0.31%"
"11/26/2014","179.80","180.94","180.96","179.76","","-0.61%"
"11/25/2014","180.91","181.39","181.90","180.63","","-0.26%"
"11/24/2014","181.38","181.42","182.06","181.00","","-0.03%"
"11/21/2014","181.43","181.59","182.33","180.87","","-0.10%"
"11/20/2014","181.62","182.00","182.59","181.31","","-0.21%"
"11/19/2014","182.01","179.75","182.08","179.64","","1.20%"
"11/18/2014","179.86","179.82","180.03","179.02","","0.04%"
"11/17/2014","179.78","179.51","180.28","178.41","","0.10%"
"11/14/2014","179.60","179.00","180.39","178.93","","0.30%"
"11/13/2014","179.06","178.83","179.57","178.33","","0.13%"
"11/12/2014","178.83","178.76","180.18","178.21","","0.04%"
"11/11/2014","178.76","178.19","179.57","177.75","","0.33%"
"11/10/2014","178.17","177.47","178.21","177.08","","0.37%"
"11/07/2014","177.51","178.42","179.11","177.37","","-0.55%"
"11/06/2014","178.50","178.43","179.52","177.36","","0.07%"
"11/05/2014","178.37","176.36","178.88","175.89","","1.16%"
"11/04/2014","176.33","177.04","177.14","176.00","","-0.40%"
"11/03/2014","177.03","175.63","177.14","175.16","","0.79%"
"10/31/2014","175.64","172.65","175.88","172.32","","1.83%"
"10/30/2014","172.49","172.46","173.32","172.31","","-0.01%"
"10/29/2014","172.50","171.50","172.71","170.95","","0.62%"
"10/28/2014","171.43","171.86","172.08","171.35","","-0.26%"
"10/27/2014","171.87","172.75","172.89","171.76","","-0.58%"
"10/24/2014","172.88","173.32","173.67","172.56","","-0.16%"
"10/23/2014","173.15","172.15","173.37","172.08","","0.53%"
"10/22/2014","172.23","172.40","172.60","171.77","","-0.10%"
"10/21/2014","172.41","172.62","172.69","172.02","","-0.05%"
"10/20/2014","172.49","173.57","173.83","172.48","","-0.66%"
"10/17/2014","173.64","173.29","174.27","173.23","","0.21%"
"10/16/2014","173.28","173.19","174.38","172.59","","0.05%"
"10/15/2014","173.20","174.11","174.69","172.74","","-0.44%"
"10/14/2014","173.96","174.17","174.49","173.45","","-0.14%"
"10/13/2014","174.20","175.19","175.32","174.05","","-0.57%"
"10/10/2014","175.19","173.50","175.51","173.50","","0.97%"
"10/09/2014","173.50","175.17","175.47","173.46","","-0.96%"
"10/08/2014","175.18","173.81","175.44","173.81","","0.54%"
"10/07/2014","174.24","173.31","174.38","173.12","","0.07%"
"10/06/2014","174.12","175.09","175.09","173.94","","0.72%"
"10/03/2014","172.88","172.88","172.88","172.88","","-0.02%"
"10/02/2014","172.91","172.86","173.34","172.25","","-0.15%"
"10/01/2014","173.17","172.20","173.44","172.20","","0.76%"
"09/30/2014","171.86","171.69","171.92","171.10","","0.34%"
"09/29/2014","171.28","171.06","171.68","170.86","","0.49%"
"09/26/2014","170.44","170.03","170.52","169.68","","0.21%"
"09/25/2014","170.09","169.51","170.26","169.51","","0.37%"
"09/24/2014","169.47","169.54","169.75","169.26","","0.00%"
"09/23/2014","169.47","169.90","170.22","169.09","","-0.04%"
"09/22/2014","169.53","169.64","169.93","169.28","","-0.29%"
"09/19/2014","170.03","170.03","170.84","169.72","","0.01%"
"09/18/2014","170.01","169.97","170.01","169.36","","0.85%"
"09/17/2014","168.57","167.94","168.66","167.94","","-0.01%"
"09/16/2014","168.59","168.99","168.99","167.93","","-0.29%"
"09/15/2014","169.08","169.32","169.80","168.85","","0.19%"
"09/12/2014","168.76","169.03","169.77","168.66","","-0.14%"
"09/11/2014","169.00","168.38","169.10","168.33","","0.14%"
"09/10/2014","168.76","168.69","168.86","168.69","","0.08%"
"09/09/2014","168.62","166.82","168.62","166.80","","1.09%"
"09/08/2014","166.81","166.81","166.81","166.81","","-0.04%"
"09/05/2014","166.87","166.71","167.32","166.62","","0.52%"
"09/04/2014","166.01","165.82","166.18","165.69","","-0.05%"
"09/03/2014","166.09","165.67","166.34","165.30","","0.25%"
"09/02/2014","165.67","164.94","165.79","164.72","","0.44%"
"09/01/2014","164.94","164.99","165.38","164.81","","-0.08%"
"08/29/2014","165.07","165.25","165.53","164.89","","-0.11%"
"08/28/2014","165.25","165.02","165.26","164.87","","0.08%"
"08/27/2014","165.12","165.02","165.19","164.91","","-0.07%"
"08/26/2014","165.24","165.42","165.71","165.19","","-0.31%"
"08/25/2014","165.75","165.68","166.32","165.68","","0.16%"
"08/22/2014","165.49","166.01","166.18","165.06","","-0.55%"
"08/21/2014","166.41","166.64","166.90","166.24","","-0.10%"
"08/20/2014","166.58","166.03","166.58","165.92","","0.50%"
"08/19/2014","165.75","165.50","166.03","165.50","","0.05%"
"08/18/2014","165.66","165.64","165.91","165.24","","-0.28%"
"08/15/2014","166.12","166.05","166.18","166.02","","0.08%"
"08/14/2014","165.99","167.32","167.62","165.87","","-0.86%"
"08/13/2014","167.43","166.81","167.43","166.75","","0.38%"
"08/12/2014","166.80","167.32","167.42","166.69","","-0.39%"
"08/11/2014","167.45","167.44","167.89","167.08","","-0.55%"
"08/08/2014","168.38","168.22","169.07","167.94","","0.05%"
"08/07/2014","168.29","167.62","168.55","167.29","","0.30%"
"08/06/2014","167.78","167.67","167.83","167.34","","0.70%"
"08/05/2014","166.62","166.81","167.28","166.47","","-0.38%"
"08/04/2014","167.25","166.95","167.46","166.58","","-0.40%"
"08/01/2014","167.93","167.37","168.12","166.98","","0.86%"
"07/31/2014","166.50","166.36","166.60","165.94","","0.27%"
"07/30/2014","166.05","166.20","166.25","165.45","","0.12%"
"07/29/2014","165.85","165.71","165.96","165.46","","0.00%"
"07/28/2014","165.85","165.85","166.01","165.35","","0.08%"
"07/25/2014","165.72","166.43","166.69","165.60","","-0.28%"
"07/24/2014","166.19","165.22","166.41","165.22","","0.59%"
"07/23/2014","165.22","165.01","165.28","164.88","","0.02%"
"07/22/2014","165.18","165.13","165.33","164.94","","-0.14%"
"07/21/2014","165.41","165.75","165.83","165.34","","-0.25%"
"07/18/2014","165.83","166.70","166.87","165.74","","-0.04%"
"07/17/2014","165.89","165.78","166.62","165.37","","-0.29%"
"07/16/2014","166.37","165.53","166.90","165.53","","0.56%"
"07/15/2014","165.44","164.19","165.66","164.19","","0.72%"
"07/14/2014","164.25","164.38","164.52","163.94","","-0.01%"
"07/11/2014","164.27","163.75","164.45","163.67","","0.53%"
"07/10/2014","163.40","162.81","163.59","162.81","","0.08%"
"07/09/2014","163.27","163.24","163.45","163.21","","0.06%"
"07/08/2014","163.17","163.05","163.23","162.94","","0.07%"
"07/07/2014","163.05","162.53","163.12","162.53","","0.21%"
"07/04/2014","162.71","162.44","162.84","162.38","","0.15%"
"07/03/2014","162.47","162.51","162.79","162.28","","-0.06%"
"07/02/2014","162.56","163.02","163.09","162.44","","-0.30%"
"07/01/2014","163.05","163.13","163.33","163.00","","-0.04%"
"06/30/2014","163.12","162.96","163.25","162.78","","0.02%"
"06/27/2014","163.09","163.31","163.37","162.93","","-0.16%"
"06/26/2014","163.35","163.32","163.37","163.03","","-0.15%"
"06/25/2014","163.60","163.50","163.90","163.50","","0.04%"
"06/24/2014","163.53","163.66","163.80","163.47","","-0.10%"
"06/23/2014","163.69","163.86","163.96","163.51","","-0.23%"
"06/20/2014","164.06","163.61","164.12","163.55","","0.30%"
"06/19/2014","163.57","163.25","163.70","163.25","","-0.38%"
"06/18/2014","164.19","164.38","164.51","164.08","","0.04%"
"06/17/2014","164.13","163.94","164.28","163.82","","0.15%"
"06/16/2014","163.88","164.06","164.32","163.86","","-0.04%"
"06/13/2014","163.95","163.58","164.15","163.58","","0.18%"
"06/12/2014","163.66","163.31","163.78","163.29","","0.34%"
"06/11/2014","163.10","163.24","163.42","163.02","","-0.20%"
"06/10/2014","163.42","162.83","163.48","162.73","","0.30%"
"06/09/2014","162.93","163.15","163.20","162.74","","-0.15%"
"06/06/2014","163.18","163.38","163.39","163.06","","0.05%"
"06/05/2014","163.10","164.06","164.17","163.05","","-0.40%"
"06/04/2014","163.75","163.76","163.83","163.55","","0.07%"
"06/03/2014","163.64","164.03","164.26","163.60","","-0.21%"
"06/02/2014","163.98","163.45","164.13","163.42","","0.37%"
"05/30/2014","163.38","163.39","163.83","163.26","","-0.17%"
"05/29/2014","163.66","163.32","163.66","163.25","","0.13%"
"05/28/2014","163.45","163.87","163.92","163.19","","-0.26%"
"05/27/2014","163.87","164.22","164.33","163.81","","-0.18%"
"05/26/2014","164.17","164.28","164.37","164.08","","-0.10%"
"05/23/2014","164.33","164.26","164.50","164.08","","-0.01%"
"05/22/2014","164.35","164.74","164.74","164.31","","-0.25%"
"05/21/2014","164.76","164.30","164.89","164.25","","0.23%"
"05/20/2014","164.39","163.84","164.82","163.76","","0.28%"
"05/19/2014","163.93","164.26","164.44","163.74","","-0.19%"
"05/16/2014","164.25","164.88","164.94","164.19","","-0.16%"
"05/15/2014","164.51","164.89","165.11","164.43","","-0.31%"
"05/14/2014","165.02","164.09","165.13","163.96","","0.53%"
"05/13/2014","164.15","164.06","164.19","163.77","","-0.07%"
"05/12/2014","164.26","164.79","164.79","164.23","","-0.12%"
"05/09/2014","164.46","164.17","164.59","163.90","","0.15%"
"05/08/2014","164.21","164.12","164.44","164.03","","0.12%"
"05/07/2014","164.02","164.81","165.14","163.86","","-0.87%"
"05/06/2014","165.46","164.95","165.48","164.95","","0.32%"
"05/05/2014","164.94","164.72","165.03","164.67","","0.22%"
"05/02/2014","164.57","164.75","165.06","164.57","","-0.33%"
"05/01/2014","165.12","165.12","165.12","165.12","","0.00%"
"04/30/2014","165.12","164.78","165.28","164.66","","0.30%"
"04/29/2014","164.63","165.08","165.27","164.62","","-0.56%"
"04/28/2014","165.55","166.13","166.35","165.53","","-0.57%"
"04/25/2014","166.50","166.06","166.62","165.82","","0.07%"
"04/24/2014","166.39","166.60","166.68","166.06","","-0.17%"
"04/23/2014","166.67","166.51","166.77","166.26","","0.17%"
"04/22/2014","166.39","166.82","167.36","166.29","","-0.27%"
"04/21/2014","166.84","166.75","166.96","166.56","","0.04%"
"04/18/2014","166.77","167.07","167.15","166.62","","-0.13%"
"04/17/2014","166.99","166.40","167.21","166.25","","0.03%"
"04/16/2014","166.94","167.35","167.95","166.69","","-0.25%"
"04/15/2014","167.36","167.20","167.86","167.13","","0.11%"
"04/14/2014","167.18","167.32","167.56","167.00","","0.26%"
"04/11/2014","166.74","167.35","167.88","166.38","","-0.41%"
"04/10/2014","167.43","167.13","167.75","166.36","","-0.32%"
"04/09/2014","167.97","168.89","168.90","167.90","","-1.09%"
"04/08/2014","169.82","169.84","169.93","169.44","","-0.06%"
"04/07/2014","169.92","169.23","170.04","169.23","","0.12%"
"04/04/2014","169.72","170.31","170.46","169.42","","-0.37%"
"04/03/2014","170.35","170.48","170.78","170.32","","-0.05%"
"04/02/2014","170.43","170.26","170.63","170.14","","-0.06%"
"04/01/2014","170.53","170.78","171.22","170.47","","-0.44%"
"03/31/2014","171.28","171.66","171.85","170.98","","-0.56%"
"03/28/2014","172.25","171.88","172.48","171.88","","-0.16%"
"03/27/2014","172.53","173.08","173.30","172.33","","-0.35%"
"03/26/2014","173.14","173.40","173.64","172.96","","-0.53%"
"03/25/2014","174.06","173.89","174.79","173.73","","0.06%"
"03/24/2014","173.95","173.34","174.07","173.14","","0.27%"
"03/21/2014","173.49","173.12","174.00","173.08","","0.29%"
"03/20/2014","172.98","173.72","173.78","172.60","","0.09%"
"03/19/2014","172.82","172.74","173.13","172.54","","0.06%"
"03/18/2014","172.72","172.79","173.06","172.48","","-0.06%"
"03/17/2014","172.83","174.34","174.64","172.81","","-0.78%"
"03/14/2014","174.18","174.12","174.99","174.12","","-0.11%"
"03/13/2014","174.38","173.72","174.38","173.71","","0.09%"
"03/12/2014","174.23","174.21","174.30","173.79","","0.40%"
"03/11/2014","173.54","173.82","173.85","173.28","","-0.19%"
"03/10/2014","173.87","173.78","174.27","173.41","","0.00%"
"03/07/2014","173.87","173.79","174.47","173.16","","-0.07%"
"03/06/2014","173.99","174.80","175.13","173.89","","-0.47%"
"03/05/2014","174.81","173.86","175.02","173.79","","0.23%"
"03/04/2014","174.41","174.28","174.78","174.09","","0.17%"
"03/03/2014","174.12","174.56","175.00","173.70","","0.33%"
"02/28/2014","173.55","173.72","173.91","172.75","","-0.58%"
"02/27/2014","174.56","174.67","175.07","173.95","","0.29%"
"02/26/2014","174.05","175.27","175.49","173.65","","-0.75%"
"02/25/2014","175.36","175.44","175.78","174.93","","-0.47%"
"02/24/2014","176.19","176.54","177.10","176.18","","0.02%"
"02/21/2014","176.15","176.53","176.73","176.01","","-0.06%"
"02/20/2014","176.25","175.38","176.60","175.38","","0.50%"
"02/19/2014","175.38","175.42","176.06","175.32","","-0.13%"
"02/18/2014","175.61","174.74","175.89","174.74","","0.42%"
"02/17/2014","174.88","174.41","175.21","174.41","","-0.24%"
"02/14/2014","175.30","175.22","175.51","174.87","","-0.31%"
"02/13/2014","175.84","175.06","175.93","175.01","","0.33%"
"02/12/2014","175.27","175.79","176.25","175.22","","-0.81%"
"02/11/2014","176.70","177.09","177.17","176.64","","-0.20%"
"02/10/2014","177.05","177.19","177.25","176.60","","-0.14%"
"02/07/2014","177.29","177.42","177.70","177.15","","-0.42%"
"02/06/2014","178.03","177.56","178.12","177.14","","0.10%"
"02/05/2014","177.86","177.60","178.68","177.43","","-0.55%"
"02/04/2014","178.85","179.41","179.86","178.49","","-0.07%"
"02/03/2014","178.97","178.26","179.11","177.93","","0.31%"
"01/31/2014","178.41","178.37","178.41","178.37","","0.08%"
"01/30/2014","178.27","176.80","178.42","176.59","","0.89%"
"01/29/2014","176.70","177.33","177.50","176.32","","-0.96%"
"01/28/2014","178.42","178.46","178.78","178.13","","-0.43%"
"01/27/2014","179.19","179.38","179.78","178.81","","0.32%"
"01/24/2014","178.61","177.66","178.70","177.50","","0.69%"
"01/23/2014","177.39","176.44","177.56","176.44","","0.55%"
"01/22/2014","176.42","176.72","176.89","176.20","","0.20%"
"01/21/2014","176.07","175.73","176.13","175.61","","0.18%"
"01/20/2014","175.75","175.54","176.13","175.54","","0.14%"
"01/17/2014","175.50","175.36","175.62","175.12","","-0.07%"
"01/16/2014","175.62","176.19","176.30","175.60","","-0.17%"
"01/15/2014","175.92","175.92","176.15","175.65","","0.32%"
"01/14/2014","175.36","174.95","175.48","174.90","","0.26%"
"01/13/2014","174.91","174.55","174.95","174.47","","-0.30%"
"01/10/2014","175.44","175.59","175.96","175.25","","-0.07%"
"01/09/2014","175.56","176.74","176.88","175.38","","-0.31%"
"01/08/2014","176.11","176.60","176.88","175.74","","-0.36%"
"01/07/2014","176.74","176.08","177.07","175.78","","0.40%"
"01/06/2014","176.03","174.45","176.44","174.32","","0.92%"
"01/03/2014","174.42","173.95","174.75","173.87","","0.46%"
"01/02/2014","173.62","173.62","173.84","173.24","","-0.44%"
"01/01/2014","174.38","174.38","174.38","174.38","","0.00%"
"12/31/2013","174.38","174.17","174.49","174.15","","0.13%"
"12/30/2013","174.16","173.72","174.18","173.64","","0.21%"
"12/27/2013","173.79","174.14","174.34","173.57","","-0.33%"
"12/26/2013","174.37","174.54","174.68","174.17","","-0.14%"
"12/25/2013","174.62","174.61","174.64","174.38","","0.00%"
"12/24/2013","174.62","174.84","174.93","174.51","","-0.05%"
"12/23/2013","174.71","174.91","175.04","174.51","","-0.10%"
"12/20/2013","174.89","174.83","175.29","174.60","","0.19%"
"12/19/2013","174.55","173.66","174.99","173.46","","0.72%"
"12/18/2013","173.30","173.42","173.50","173.18","","0.12%"
"12/17/2013","173.10","173.28","173.34","173.05","","-0.19%"
"12/16/2013","173.43","173.75","173.78","173.25","","-0.04%"
"12/13/2013","173.50","173.32","173.63","173.30","","0.18%"
"12/12/2013","173.19","173.64","173.88","173.08","","-0.05%"
"12/11/2013","173.28","173.21","173.56","173.11","","0.00%"
"12/10/2013","173.28","173.38","173.61","173.20","","-0.07%"
"12/09/2013","173.40","173.11","173.56","173.01","","-0.23%"
"12/06/2013","173.80","173.88","174.13","173.75","","-0.01%"
"12/05/2013","173.81","174.22","174.36","173.81","","-0.28%"
"12/04/2013","174.30","174.19","174.48","174.13","","0.06%"
"12/03/2013","174.19","173.81","174.63","173.81","","0.27%"
"12/02/2013","173.72","173.66","173.83","173.42","","0.03%"
"11/29/2013","173.67","174.11","174.16","173.62","","-0.32%"
"11/28/2013","174.22","174.59","174.86","174.12","","0.03%"
"11/27/2013","174.16","173.99","174.28","173.92","","0.06%"
"11/26/2013","174.06","173.93","174.32","173.79","","0.03%"
"11/25/2013","174.00","174.10","174.53","173.75","","-0.11%"
"11/22/2013","174.19","174.29","174.50","173.99","","-0.07%"
"11/21/2013","174.32","173.47","174.70","173.47","","0.50%"
"11/20/2013","173.46","173.21","173.76","173.13","","0.15%"
"11/19/2013","173.20","173.23","173.69","173.14","","-0.01%"
"11/18/2013","173.22","174.46","174.46","173.19","","-0.71%"
"11/15/2013","174.45","175.41","175.48","174.45","","-0.55%"
"11/14/2013","175.41","175.78","175.78","175.02","","-0.21%"
"11/13/2013","175.78","176.15","176.39","175.76","","-0.23%"
"11/12/2013","176.18","176.08","176.31","175.50","","0.06%"
"11/11/2013","176.07","174.47","176.14","174.47","","0.92%"
"11/08/2013","174.46","174.51","174.91","174.45","","-0.07%"
"11/07/2013","174.59","174.10","174.66","173.98","","0.33%"
"11/06/2013","174.01","174.10","174.50","173.96","","-0.05%"
"11/05/2013","174.10","174.24","174.34","173.93","","-0.07%"
"11/04/2013","174.23","174.00","174.41","174.00","","0.13%"
"11/01/2013","174.01","174.14","174.71","173.91","","-0.07%"
"10/31/2013","174.14","173.79","174.22","173.79","","0.16%"
"10/30/2013","173.86","174.53","174.62","173.78","","-0.36%"
"10/29/2013","174.48","174.41","174.56","174.12","","0.01%"
"10/28/2013","174.47","174.70","174.86","174.31","","-0.10%"
"10/25/2013","174.64","174.67","174.96","174.40","","-0.06%"
"10/24/2013","174.75","173.96","174.75","173.47","","0.44%"
"10/23/2013","173.98","173.66","174.09","173.41","","0.20%"
"10/22/2013","173.64","174.35","174.78","173.64","","-0.41%"
"10/21/2013","174.35","174.02","174.57","173.92","","0.24%"
"10/18/2013","173.94","174.30","174.38","173.90","","-0.20%"
"10/17/2013","174.29","174.88","174.97","174.19","","-0.38%"
"10/16/2013","174.96","174.56","175.31","174.56","","0.28%"
"10/15/2013","174.48","175.44","175.46","174.30","","-0.56%"
"10/14/2013","175.47","175.07","175.61","174.98","","0.24%"
"10/11/2013","175.05","175.23","175.25","174.80","","-0.10%"
"10/10/2013","175.23","175.76","176.02","175.23","","-0.31%"
"10/09/2013","175.77","175.55","175.86","175.55","","0.07%"
"10/08/2013","175.64","175.08","175.95","174.95","","0.35%"
"10/07/2013","175.03","175.03","175.16","174.59","","0.00%"
"10/04/2013","175.03","175.03","175.50","174.81","","-0.05%"
"10/03/2013","175.12","175.62","175.62","175.12","","-0.23%"
"10/02/2013","175.52","175.34","175.88","175.25","","0.09%"
"10/01/2013","175.37","175.47","175.85","175.26","","-0.09%"
"09/30/2013","175.53","175.69","176.25","175.48","","-0.06%"
"09/27/2013","175.63","175.72","176.22","175.30","","-0.05%"
"09/26/2013","175.72","175.99","175.99","175.31","","-0.14%"
"09/25/2013","175.96","175.62","176.36","175.62","","0.21%"
"09/24/2013","175.59","175.51","175.92","175.19","","0.04%"
"09/23/2013","175.52","175.86","176.18","175.42","","-0.19%"
"09/20/2013","175.86","175.02","175.90","175.02","","0.46%"
"09/19/2013","175.05","174.87","175.05","174.87","","-0.96%"
"09/18/2013","176.74","176.85","176.91","176.70","","-0.06%"
"09/17/2013","176.85","176.75","177.58","176.75","","0.06%"
"09/16/2013","176.75","177.55","177.55","176.72","","-0.44%"
"09/13/2013","177.54","177.06","177.92","176.98","","0.27%"
"09/12/2013","177.06","177.52","177.52","176.80","","-0.26%"
"09/11/2013","177.53","177.42","178.13","177.08","","0.01%"
"09/10/2013","177.51","177.72","177.95","176.82","","-0.05%"
"09/09/2013","177.59","178.42","178.42","177.53","","-0.51%"
"09/06/2013","178.50","179.40","179.59","178.50","","-0.49%"
"09/05/2013","179.37","178.79","179.71","178.02","","0.31%"
"09/04/2013","178.81","179.45","180.22","178.80","","-0.39%"
"09/03/2013","179.51","179.61","179.61","178.86","","-0.02%"
"09/02/2013","179.55","181.39","181.39","179.51","","-1.01%"
"08/30/2013","181.39","181.81","181.81","181.14","","-0.23%"
"08/29/2013","181.81","181.94","182.08","181.19","","-0.19%"
"08/28/2013","182.16","182.51","182.99","182.16","","-0.21%"
"08/27/2013","182.55","181.86","182.61","181.86","","0.40%"
"08/26/2013","181.83","181.90","182.11","181.65","","-0.09%"
"08/23/2013","181.99","183.16","183.18","181.99","","-0.66%"
"08/22/2013","183.20","182.65","184.05","182.65","","0.26%"
"08/21/2013","182.73","183.11","183.11","182.32","","-0.15%"
"08/20/2013","183.00","182.63","183.63","182.10","","0.17%"
"08/19/2013","182.69","182.12","182.69","181.81","","0.33%"
"08/16/2013","182.09","182.99","182.99","181.99","","-0.49%"
"08/15/2013","182.99","182.76","182.99","182.71","","0.11%"
"08/14/2013","182.78","182.69","183.22","182.69","","0.01%"
"08/13/2013","182.76","182.07","182.82","182.07","","0.42%"
"08/12/2013","182.00","181.56","182.18","181.45","","0.24%"
"08/09/2013","181.56","181.77","182.10","180.88","","-0.12%"
"08/08/2013","181.78","182.28","182.38","181.72","","-0.27%"
"08/07/2013","182.27","182.02","183.00","181.87","","0.15%"
"08/06/2013","182.00","181.86","182.26","181.53","","0.05%"
"08/05/2013","181.91","183.45","183.45","181.69","","-0.83%"
"08/02/2013","183.43","183.21","183.94","183.14","","0.09%"
"08/01/2013","183.26","183.34","183.46","182.55","","-0.04%"
"07/31/2013","183.34","182.03","183.34","181.97","","0.69%"
"07/30/2013","182.08","181.50","182.17","181.31","","0.35%"
"07/29/2013","181.44","181.54","181.54","180.78","","-0.06%"
"07/26/2013","181.55","181.99","181.99","180.98","","-0.25%"
"07/25/2013","182.00","181.88","182.48","181.81","","0.07%"
"07/24/2013","181.88","182.03","182.03","181.31","","-0.10%"
"07/23/2013","182.06","181.69","182.20","181.66","","-0.08%"
"07/22/2013","182.20","182.62","182.62","182.12","","-0.23%"
"07/19/2013","182.62","183.12","183.59","182.49","","-0.29%"
"07/18/2013","183.16","182.15","183.78","182.15","","0.58%"
"07/17/2013","182.11","181.73","182.95","181.71","","0.21%"
"07/16/2013","181.73","182.82","183.01","181.62","","-0.60%"
"07/15/2013","182.82","183.20","183.53","182.62","","-0.21%"
"07/12/2013","183.21","183.29","183.50","182.38","","-0.04%"
"07/11/2013","183.29","185.01","185.01","182.84","","-0.97%"
"07/10/2013","185.09","186.36","186.62","185.02","","-0.67%"
"07/09/2013","186.33","187.31","187.31","186.02","","-0.48%"
