"Date","Price","Open","High","Low","Vol.","Change %"
"11/14/2002","145.49","145.49","145.49","145.49","","0.80%"
"11/13/2002","144.34","144.34","144.34","144.34","","-0.69%"
"11/12/2002","145.34","145.34","145.34","145.34","","0.83%"
"11/11/2002","144.15","144.15","144.15","144.15","","-0.53%"
"11/08/2002","144.92","144.92","144.92","144.92","","-0.84%"
"11/07/2002","146.15","146.15","146.15","146.15","","-1.37%"
"11/06/2002","148.18","148.18","148.18","148.18","","0.20%"
"11/05/2002","147.88","147.88","147.88","147.88","","0.21%"
"11/04/2002","147.57","147.57","147.57","147.57","","-0.29%"
"11/01/2002","148.00","148.00","148.00","148.00","","0.08%"
"10/31/2002","147.88","147.88","147.88","147.88","","-0.69%"
"10/30/2002","148.90","148.90","148.90","148.90","","1.27%"
"10/29/2002","147.03","147.03","147.03","147.03","","-0.94%"
"10/28/2002","148.42","148.42","148.42","148.42","","0.16%"
"10/25/2002","148.19","148.19","148.19","148.19","","-0.03%"
"10/24/2002","148.23","148.23","148.23","148.23","","-0.38%"
"10/23/2002","148.79","148.79","148.79","148.79","","-0.88%"
"10/22/2002","150.11","150.11","150.11","150.11","","0.60%"
"10/21/2002","149.21","149.21","149.21","149.21","","-1.28%"
"10/18/2002","151.15","151.15","151.15","151.15","","0.41%"
"10/17/2002","150.54","150.54","150.54","150.54","","0.33%"
"10/16/2002","150.05","150.05","150.05","150.05","","-1.04%"
"10/15/2002","151.63","151.63","151.63","151.63","","0.08%"
"10/14/2002","151.51","151.51","151.51","151.51","","-0.55%"
"10/11/2002","152.35","152.35","152.35","152.35","","0.65%"
"10/10/2002","151.36","151.36","151.36","151.36","","0.63%"
"10/09/2002","150.41","150.41","150.41","150.41","","0.23%"
"10/08/2002","150.06","150.06","150.06","150.06","","0.52%"
"10/07/2002","149.29","149.29","149.29","149.29","","0.67%"
"10/04/2002","148.29","148.29","148.29","148.29","","0.17%"
"10/03/2002","148.04","148.04","148.04","148.04","","0.00%"
"10/02/2002","148.04","148.04","148.04","148.04","","0.24%"
"10/01/2002","147.69","147.69","147.69","147.69","","-0.02%"
"09/30/2002","147.72","147.72","147.72","147.72","","-0.01%"
"09/27/2002","147.74","147.74","147.74","147.74","","-0.06%"
"09/26/2002","147.83","147.83","147.83","147.83","","-0.11%"
"09/25/2002","148.00","148.00","148.00","148.00","","0.53%"
"09/24/2002","147.22","147.22","147.22","147.22","","-0.45%"
"09/23/2002","147.88","147.88","147.88","147.88","","1.57%"
"09/20/2002","145.59","145.59","145.59","145.59","","0.00%"
"09/19/2002","145.59","145.59","145.59","145.59","","-0.25%"
"09/18/2002","145.95","145.95","145.95","145.95","","-0.46%"
"09/17/2002","146.62","146.62","146.62","146.62","","-0.12%"
"09/16/2002","146.80","146.80","146.80","146.80","","0.08%"
"09/13/2002","146.68","146.68","146.68","146.68","","1.47%"
"09/12/2002","144.55","144.55","144.55","144.55","","-0.09%"
"09/11/2002","144.68","144.68","144.68","144.68","","-0.45%"
"09/10/2002","145.34","145.34","145.34","145.34","","0.94%"
"09/09/2002","143.99","143.99","143.99","143.99","","-0.44%"
"09/06/2002","144.62","144.62","144.62","144.62","","0.91%"
"09/05/2002","143.31","143.31","143.31","143.31","","-0.33%"
"09/04/2002","143.78","143.78","143.78","143.78","","-0.46%"
"09/03/2002","144.44","144.44","144.44","144.44","","-0.14%"
"09/02/2002","144.64","144.64","144.64","144.64","","0.02%"
"08/30/2002","144.61","144.61","144.61","144.61","","-0.43%"
"08/29/2002","145.23","145.23","145.23","145.23","","0.00%"
"08/28/2002","145.23","145.23","145.23","145.23","","0.60%"
"08/27/2002","144.36","144.36","144.36","144.36","","-0.46%"
"08/26/2002","145.02","145.02","145.02","145.02","","-0.06%"
"08/23/2002","145.11","145.11","145.11","145.11","","1.04%"
"08/22/2002","143.62","143.62","143.62","143.62","","0.14%"
"08/21/2002","143.42","143.42","143.42","143.42","","-0.25%"
"08/20/2002","143.78","143.78","143.78","143.78","","0.07%"
"08/19/2002","143.68","143.68","143.68","143.68","","0.45%"
"08/16/2002","143.04","143.04","143.04","143.04","","0.25%"
"08/15/2002","142.69","142.69","142.69","142.69","","-0.03%"
"08/14/2002","142.73","142.73","142.73","142.73","","-1.11%"
"08/13/2002","144.33","144.33","144.33","144.33","","-0.24%"
"08/12/2002","144.68","144.68","144.68","144.68","","-0.09%"
"08/09/2002","144.81","144.81","144.81","144.81","","-0.26%"
"08/08/2002","145.19","145.19","145.19","145.19","","-0.27%"
"08/07/2002","145.59","145.59","145.59","145.59","","-0.82%"
"08/06/2002","146.80","146.80","146.80","146.80","","1.89%"
"08/05/2002","144.08","144.08","144.08","144.08","","1.12%"
"08/02/2002","142.48","142.48","142.48","142.48","","0.13%"
"08/01/2002","142.30","142.30","142.30","142.30","","-0.02%"
"07/31/2002","142.33","142.33","142.33","142.33","","-0.43%"
"07/30/2002","142.95","142.95","142.95","142.95","","-0.58%"
"07/29/2002","143.78","143.78","143.78","143.78","","0.81%"
"07/26/2002","142.62","142.62","142.62","142.62","","0.81%"
"07/25/2002","141.48","141.48","141.48","141.48","","0.50%"
"07/24/2002","140.77","140.77","140.77","140.77","","0.18%"
"07/23/2002","140.52","140.52","140.52","140.52","","0.64%"
"07/22/2002","139.62","139.62","139.62","139.62","","-0.43%"
"07/19/2002","140.22","140.22","140.22","140.22","","-0.36%"
"07/18/2002","140.73","140.73","140.73","140.73","","0.26%"
"07/17/2002","140.37","140.37","140.37","140.37","","0.00%"
"07/16/2002","140.37","140.37","140.37","140.37","","-0.41%"
"07/15/2002","140.95","140.95","140.95","140.95","","-0.53%"
"07/12/2002","141.70","141.70","141.70","141.70","","0.28%"
"07/11/2002","141.30","141.30","141.30","141.30","","0.01%"
"07/10/2002","141.29","141.29","141.29","141.29","","-0.24%"
"07/09/2002","141.63","141.63","141.63","141.63","","-1.50%"
"07/08/2002","143.78","143.78","143.78","143.78","","-0.41%"
"07/05/2002","144.37","144.37","144.37","144.37","","-0.47%"
"07/04/2002","145.05","145.05","145.05","145.05","","0.23%"
"07/03/2002","144.72","144.72","144.72","144.72","","0.17%"
"07/02/2002","144.47","144.47","144.47","144.47","","-0.45%"
"07/01/2002","145.13","145.13","145.13","145.13","","-0.14%"
"06/28/2002","145.34","145.34","145.34","145.34","","0.85%"
"06/27/2002","144.12","144.12","144.12","144.12","","-0.84%"
"06/26/2002","145.34","145.34","145.34","145.34","","-0.83%"
"06/25/2002","146.55","146.55","146.55","146.55","","0.25%"
"06/24/2002","146.19","146.19","146.19","146.19","","0.05%"
"06/21/2002","146.11","146.11","146.11","146.11","","-0.44%"
"06/20/2002","146.76","146.76","146.76","146.76","","-0.45%"
"06/19/2002","147.43","147.43","147.43","147.43","","-0.30%"
"06/18/2002","147.87","147.87","147.87","147.87","","-0.57%"
"06/17/2002","148.72","148.72","148.72","148.72","","0.40%"
"06/14/2002","148.13","148.13","148.13","148.13","","0.20%"
"06/13/2002","147.83","147.83","147.83","147.83","","0.00%"
"06/12/2002","147.83","147.83","147.83","147.83","","0.66%"
"06/11/2002","146.86","146.86","146.86","146.86","","-1.17%"
"06/10/2002","148.60","148.60","148.60","148.60","","0.16%"
"06/07/2002","148.36","148.36","148.36","148.36","","0.24%"
"06/06/2002","148.00","148.00","148.00","148.00","","0.91%"
"06/05/2002","146.67","146.67","146.67","146.67","","0.32%"
"06/04/2002","146.20","146.20","146.20","146.20","","-0.35%"
"06/03/2002","146.71","146.71","146.71","146.71","","-0.01%"
"05/31/2002","146.72","146.72","146.72","146.72","","-0.26%"
"05/30/2002","147.10","147.10","147.10","147.10","","-0.55%"
"05/29/2002","147.92","147.92","147.92","147.92","","-0.26%"
"05/28/2002","148.31","148.31","148.31","148.31","","0.30%"
"05/27/2002","147.86","147.86","147.86","147.86","","-0.76%"
"05/24/2002","148.99","148.99","148.99","148.99","","-0.23%"
"05/23/2002","149.34","149.34","149.34","149.34","","-0.09%"
"05/22/2002","149.47","149.47","149.47","149.47","","-0.60%"
"05/21/2002","150.37","150.37","150.37","150.37","","-0.32%"
"05/20/2002","150.85","150.85","150.85","150.85","","-0.64%"
"05/17/2002","151.82","151.82","151.82","151.82","","-0.65%"
"05/16/2002","152.81","152.81","152.81","152.81","","-0.60%"
"05/15/2002","153.74","153.74","153.74","153.74","","-0.14%"
"05/14/2002","153.96","153.96","153.96","153.96","","-0.68%"
"05/13/2002","155.01","155.01","155.01","155.01","","0.63%"
"05/10/2002","154.04","154.04","154.04","154.04","","-0.19%"
"05/09/2002","154.33","154.33","154.33","154.33","","-0.23%"
"05/08/2002","154.68","154.68","154.68","154.68","","0.46%"
"05/07/2002","153.97","153.97","153.97","153.97","","-0.14%"
"05/06/2002","154.18","154.18","154.18","154.18","","-0.22%"
"05/03/2002","154.52","154.52","154.52","154.52","","-0.31%"
"05/02/2002","155.00","155.00","155.00","155.00","","-0.47%"
"05/01/2002","155.73","155.73","155.73","155.73","","0.00%"
"04/30/2002","155.73","155.73","155.73","155.73","","0.03%"
"04/29/2002","155.68","155.68","155.68","155.68","","-0.31%"
"04/26/2002","156.16","156.16","156.16","156.16","","0.00%"
"04/25/2002","156.16","156.16","156.16","156.16","","-0.72%"
"04/24/2002","157.30","157.30","157.30","157.30","","0.06%"
"04/23/2002","157.21","157.21","157.21","157.21","","-0.20%"
"04/22/2002","157.52","157.52","157.52","157.52","","-0.25%"
"04/19/2002","157.92","157.92","157.92","157.92","","-0.08%"
"04/18/2002","158.05","158.05","158.05","158.05","","-0.42%"
"04/17/2002","158.71","158.71","158.71","158.71","","-0.53%"
"04/16/2002","159.55","159.55","159.55","159.55","","-0.18%"
"04/15/2002","159.83","159.83","159.83","159.83","","-0.31%"
"04/12/2002","160.32","160.32","160.32","160.32","","0.15%"
"04/11/2002","160.08","160.08","160.08","160.08","","0.06%"
"04/10/2002","159.98","159.98","159.98","159.98","","-0.04%"
"04/09/2002","160.04","160.04","160.04","160.04","","0.11%"
"04/08/2002","159.86","159.86","159.86","159.86","","-0.17%"
"04/05/2002","160.14","160.14","160.14","160.14","","0.00%"
"04/04/2002","160.14","160.14","160.14","160.14","","0.11%"
"04/03/2002","159.96","159.96","159.96","159.96","","0.00%"
"04/02/2002","159.96","159.96","159.96","159.96","","0.12%"
"04/01/2002","159.77","159.77","159.77","159.77","","0.12%"
"03/29/2002","159.58","159.58","159.58","159.58","","-0.08%"
"03/28/2002","159.71","159.71","159.71","159.71","","-0.01%"
"03/27/2002","159.72","159.72","159.72","159.72","","-0.17%"
"03/26/2002","160.00","160.00","160.00","160.00","","-0.17%"
"03/25/2002","160.27","160.27","160.27","160.27","","0.24%"
"03/22/2002","159.89","159.89","159.89","159.89","","0.13%"
"03/21/2002","159.69","159.69","159.69","159.69","","0.08%"
"03/20/2002","159.57","159.57","159.57","159.57","","-0.05%"
"03/19/2002","159.65","159.65","159.65","159.65","","0.08%"
"03/18/2002","159.53","159.53","159.53","159.53","","0.21%"
"03/15/2002","159.20","159.20","159.20","159.20","","0.05%"
"03/14/2002","159.12","159.12","159.12","159.12","","0.12%"
"03/13/2002","158.93","158.93","158.93","158.93","","0.14%"
"03/12/2002","158.70","158.70","158.70","158.70","","0.12%"
"03/11/2002","158.51","158.51","158.51","158.51","","0.21%"
"03/08/2002","158.18","158.18","158.18","158.18","","-0.02%"
"03/07/2002","158.21","158.21","158.21","158.21","","-0.14%"
"03/06/2002","158.43","158.43","158.43","158.43","","-0.01%"
"03/05/2002","158.45","158.45","158.45","158.45","","-0.13%"
"03/04/2002","158.66","158.66","158.66","158.66","","-0.43%"
"03/01/2002","159.34","159.34","159.34","159.34","","0.00%"
"02/28/2002","159.34","159.34","159.34","159.34","","-0.26%"
"02/27/2002","159.76","159.76","159.76","159.76","","0.14%"
"02/26/2002","159.53","159.53","159.53","159.53","","0.11%"
"02/25/2002","159.35","159.35","159.35","159.35","","0.14%"
"02/22/2002","159.13","159.13","159.13","159.13","","0.25%"
"02/21/2002","158.74","158.74","158.74","158.74","","-0.09%"
"02/20/2002","158.88","158.88","158.88","158.88","","-0.07%"
"02/19/2002","158.99","158.99","158.99","158.99","","0.33%"
"02/18/2002","158.47","158.47","158.47","158.47","","0.11%"
"02/15/2002","158.30","158.30","158.30","158.30","","-0.08%"
"02/14/2002","158.42","158.42","158.42","158.42","","-0.30%"
"02/13/2002","158.90","158.90","158.90","158.90","","0.00%"
"02/12/2002","158.90","158.90","158.90","158.90","","0.00%"
"02/11/2002","158.90","158.90","158.90","158.90","","0.00%"
"02/08/2002","158.90","158.90","158.90","158.90","","0.15%"
"02/07/2002","158.66","158.66","158.66","158.66","","0.11%"
"02/06/2002","158.48","158.48","158.48","158.48","","-0.01%"
"02/05/2002","158.50","158.50","158.50","158.50","","-0.08%"
"02/04/2002","158.62","158.62","158.62","158.62","","0.02%"
"02/01/2002","158.59","158.59","158.59","158.59","","0.24%"
"01/31/2002","158.21","158.21","158.21","158.21","","0.26%"
"01/30/2002","157.80","157.80","157.80","157.80","","-0.20%"
"01/29/2002","158.11","158.11","158.11","158.11","","-0.58%"
"01/28/2002","159.04","159.04","159.04","159.04","","-0.48%"
"01/25/2002","159.80","159.80","159.80","159.80","","-0.22%"
"01/24/2002","160.15","160.15","160.15","160.15","","-0.42%"
"01/23/2002","160.82","160.82","160.82","160.82","","1.19%"
"01/22/2002","158.93","158.93","158.93","158.93","","0.00%"
"01/21/2002","158.93","158.93","158.93","158.93","","-0.01%"
"01/18/2002","158.94","158.94","158.94","158.94","","0.25%"
"01/17/2002","158.55","158.55","158.55","158.55","","0.11%"
"01/16/2002","158.37","158.37","158.37","158.37","","-0.08%"
"01/15/2002","158.50","158.50","158.50","158.50","","0.35%"
"01/14/2002","157.95","157.95","157.95","157.95","","-0.24%"
"01/11/2002","158.33","158.33","158.33","158.33","","0.24%"
"01/10/2002","157.95","157.95","157.95","157.95","","0.03%"
"01/09/2002","157.90","157.90","157.90","157.90","","0.18%"
"01/08/2002","157.61","157.61","157.61","157.61","","0.66%"
"01/07/2002","156.58","156.58","156.58","156.58","","-0.65%"
"01/04/2002","157.61","157.61","157.61","157.61","","-0.25%"
"01/03/2002","158.00","158.00","158.00","158.00","","-0.36%"
"01/02/2002","158.57","158.57","158.57","158.57","","-0.08%"
"12/31/2001","158.70","158.70","158.70","158.70","","-0.34%"
"12/28/2001","159.24","159.24","159.24","159.24","","-0.46%"
"12/27/2001","159.98","159.98","159.98","159.98","","0.84%"
"12/26/2001","158.64","158.64","158.64","158.64","","0.76%"
"12/25/2001","157.45","157.45","157.45","157.45","","-0.01%"
"12/24/2001","157.46","157.46","157.46","157.46","","-0.05%"
"12/21/2001","157.54","157.54","157.54","157.54","","0.67%"
"12/20/2001","156.49","156.49","156.49","156.49","","0.62%"
"12/19/2001","155.52","155.52","155.52","155.52","","0.03%"
"12/18/2001","155.48","155.48","155.48","155.48","","-0.12%"
"12/17/2001","155.67","155.67","155.67","155.67","","0.59%"
"12/14/2001","154.76","154.76","154.76","154.76","","0.89%"
"12/13/2001","153.39","153.39","153.39","153.39","","0.01%"
"12/12/2001","153.37","153.37","153.37","153.37","","-0.31%"
"12/11/2001","153.84","153.84","153.84","153.84","","-0.34%"
"12/10/2001","154.36","154.36","154.36","154.36","","0.68%"
"12/07/2001","153.31","153.31","153.31","153.31","","-0.03%"
"12/06/2001","153.36","153.36","153.36","153.36","","0.27%"
"12/05/2001","152.94","152.94","152.94","152.94","","-0.25%"
"12/04/2001","153.33","153.33","153.33","153.33","","-0.31%"
"12/03/2001","153.80","153.80","153.80","153.80","","0.40%"
"11/30/2001","153.19","153.19","153.19","153.19","","0.32%"
"11/29/2001","152.70","152.70","152.70","152.70","","-0.24%"
"11/28/2001","153.07","153.07","153.07","153.07","","0.55%"
"11/27/2001","152.23","152.23","152.23","152.23","","0.24%"
"11/26/2001","151.87","151.87","151.87","151.87","","-0.63%"
"11/23/2001","152.83","152.83","152.83","152.83","","-0.98%"
"11/22/2001","154.35","154.35","154.35","154.35","","0.20%"
"11/21/2001","154.04","154.04","154.04","154.04","","-0.24%"
"11/20/2001","154.41","154.41","154.41","154.41","","-0.07%"
"11/19/2001","154.52","154.52","154.52","154.52","","0.08%"
"11/16/2001","154.40","154.40","154.40","154.40","","0.00%"
"11/15/2001","154.40","154.40","154.40","154.40","","-0.08%"
"11/14/2001","154.53","154.53","154.53","154.53","","-0.32%"
"11/13/2001","155.02","155.02","155.02","155.02","","0.40%"
"11/12/2001","154.41","154.41","154.41","154.41","","0.00%"
"11/09/2001","154.41","154.41","154.41","154.41","","-0.16%"
"11/08/2001","154.65","154.65","154.65","154.65","","-0.55%"
"11/07/2001","155.50","155.50","155.50","155.50","","-0.23%"
"11/06/2001","155.86","155.86","155.86","155.86","","-0.08%"
"11/05/2001","155.98","155.98","155.98","155.98","","0.00%"
"11/02/2001","155.98","155.98","155.98","155.98","","0.00%"
"11/01/2001","155.98","155.98","155.98","155.98","","0.00%"
"10/31/2001","155.98","155.98","155.98","155.98","","-0.15%"
"10/30/2001","156.22","156.22","156.22","156.22","","0.12%"
